network_family,industry,shock_attribute,supplier_count,alternative_supplier_count,port_count,alternative_port_count,factory_count,warehouse_count,distribution_center_count,network_depth,network_edge_count,network_node_count,supplier_concentration,port_dependency,single_point_of_failure,average_route_distance_km,critical_route_distance_km,alternate_route_distance_km,average_supplier_reliability,minimum_supplier_reliability,average_supplier_availability,average_capacity_utilization,maximum_capacity_utilization,factory_capacity_utilization,warehouse_capacity_utilization,inventory_days,safety_stock_days,shock_type_encoded,shock_severity,shock_duration_days,affected_node_importance,affected_capacity_change_pct,affected_availability_change_pct,affected_congestion_change_pct,affected_supply_percent,affected_production_percent,additional_transit_days,additional_transport_cost_pct,alternate_route_available,alternate_route_count,alternate_route_delay_days,alternate_route_cost_increase_pct,rerouted_supply_percent,usd_inr,crude_price,commodity_price,inflation_rate,freight_index,cost_impact_pct,delay_days,risk_score
synth_7,Chemicals,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.502,12.76,1.0,50.23,40.19,30.14,25.12,35.62,3.21,17.58,0.0,0.0,3.21,17.58,0.0,83.02,79.13,112.52,5.06,137.89,16.79,5.6,40.3
electronics_hyderabad,Electronics,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,70.0,75.0,0.0,1519.29,5255.0,5235.0,0.91,0.88,0.935,72.0,82.0,82.0,70.0,20.0,7.0,1.0,0.342,23.53,0.6,34.21,27.37,20.53,0.0,34.21,0.5,9.62,1.0,2.0,0.5,9.62,66.02,84.68,73.81,104.41,6.17,139.22,15.74,0.7,18.3
synth_11,Food Processing,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.245,20.56,0.6,24.5,19.6,14.7,0.0,24.5,3.0,20.14,1.0,1.0,3.0,20.14,64.0,84.81,68.85,103.36,6.98,105.71,16.31,3.3,24.7
synth_14,Aerospace,severity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.13,0.0,0.0,523.46,1153.49,1456.4,0.845,0.794,0.883,72.0,82.0,82.0,70.0,22.06,7.33,0.0,0.473,8.63,0.6,47.3,47.3,23.65,3.29,22.68,1.0,12.73,1.0,4.0,1.0,12.73,49.34,83.8,79.3,100.63,5.27,100.41,13.71,1.6,20.7
electronics_bengaluru,Electronics,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,65.0,80.0,0.0,1386.43,4505.0,4505.0,0.93,0.91,0.95,75.0,85.0,85.0,78.0,18.0,6.0,1.0,0.588,60.11,0.6,50.01,58.83,23.53,3.83,58.83,0.0,0.0,1.0,2.0,0.0,0.0,15.88,82.54,76.71,90.73,5.88,82.18,10.76,0.4,18.6
consumer_goods_mumbai,Consumer Goods,congestion,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,0.0,0.725,29.7,0.6,50.75,36.25,72.5,14.07,72.5,3.23,18.12,1.0,3.0,3.23,18.12,29.85,84.32,81.78,90.74,6.63,110.01,25.58,3.7,40.9
synth_22,Construction,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,61.09,0.0,0.0,412.2,1039.8,1193.55,0.875,0.783,0.883,72.0,82.0,82.0,70.0,20.65,7.33,2.0,0.076,45.08,0.5,5.3,3.79,7.57,0.0,7.57,1.21,12.8,1.0,3.0,1.21,12.8,48.67,86.69,71.31,97.89,5.43,80.92,8.3,0.8,13.3
synth_27,Heavy Machinery,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,5.0,0.469,3.76,0.75,39.84,46.87,18.75,23.44,9.8,0.88,16.41,0.0,0.0,0.88,16.41,0.0,83.51,78.09,98.87,5.09,132.41,12.02,2.3,24.9
automotive_pune,Automotive,transit_time_days,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,585.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,5.0,0.0,10.61,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.06,95.13,100.68,5.64,141.2,5.36,0.2,7.2
synth_17,Energy,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,0.0,0.277,63.31,0.6,19.39,13.85,27.7,27.7,27.7,11.4,16.62,0.0,0.0,11.4,16.62,0.0,85.87,81.53,111.76,5.71,86.0,13.6,14.1,42.9
synth_31,Plastics,congestion,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,0.222,31.34,0.5,15.55,11.11,22.22,11.11,22.22,4.53,13.33,0.0,0.0,4.53,13.33,0.0,83.44,74.07,94.12,3.8,120.08,11.72,5.9,29.7
synth_12,Food Processing,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,4.0,0.681,13.21,0.6,57.85,68.06,27.22,34.03,59.95,4.5,23.82,0.0,0.0,4.5,23.82,0.0,82.43,98.35,101.38,5.31,111.73,23.65,5.0,46.8
synth_18,Energy,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,67.89,0.0,0.0,593.38,1526.99,1457.96,0.884,0.854,0.883,72.0,82.0,82.0,70.0,19.0,7.33,4.0,0.63,44.66,0.6,63.0,50.4,37.8,12.01,63.0,0.7,10.91,1.0,3.0,0.7,10.91,38.97,82.63,89.49,106.05,4.54,144.92,22.51,0.8,32.7
synth_19,Energy,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.698,4.54,0.6,69.8,55.84,41.88,22.41,17.61,3.0,20.14,1.0,1.0,3.0,20.14,52.9,85.07,77.17,97.64,5.55,137.95,20.69,2.2,36.1
synth_9,Food Processing,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,308.11,616.22,616.22,0.956,0.956,0.951,89.09,89.69,89.69,89.09,21.96,11.37,3.0,0.0,4.81,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35,86.45,100.33,5.29,169.49,5.83,0.2,7.6
synth_8,Chemicals,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.0,14.63,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,86.11,91.38,96.19,6.37,129.08,4.35,0.2,4.3
industrial_equipment_coimbatore,Industrial Equipment,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,75.0,0.0,279.17,785.0,785.0,0.935,0.92,0.945,72.8,84.0,84.0,76.0,26.0,8.5,1.0,0.482,13.13,0.6,48.21,48.21,24.11,4.99,35.16,0.0,0.0,1.0,3.0,0.0,0.0,62.34,82.48,94.07,102.28,5.64,122.01,13.31,0.4,18.1
synth_3,Textiles,congestion,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.79,29.14,0.9,55.31,39.51,79.02,39.51,79.02,14.97,47.41,0.0,0.0,14.97,47.41,0.0,81.42,80.62,93.93,4.5,117.69,36.31,19.6,76.2
synth_28,Heavy Machinery,congestion,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1140.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.436,19.27,0.5,30.51,21.79,43.58,0.6,43.58,1.76,19.47,1.0,4.0,1.76,19.47,42.37,85.15,74.02,101.27,6.76,103.64,19.16,1.6,25.0
industrial_equipment_ahmedabad,Industrial Equipment,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,4.0,0.19,2.73,0.6,19.0,15.2,11.4,9.5,1.73,0.26,6.65,0.0,0.0,0.26,6.65,0.0,84.09,91.21,107.98,5.38,107.5,6.72,0.2,10.8
synth_10,Food Processing,reliability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.86,0.0,0.0,558.6,968.86,1000.2,0.831,0.768,0.883,72.0,82.0,82.0,70.0,22.28,7.33,4.0,0.392,4.38,0.6,33.35,39.23,15.69,0.0,8.59,0.7,10.91,1.0,3.0,0.7,10.91,43.13,83.14,71.29,103.11,5.45,139.3,11.79,0.9,15.0
synth_11,Food Processing,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,5.0,0.796,15.85,0.75,79.57,79.57,39.79,39.79,70.05,6.3,27.85,0.0,0.0,6.3,27.85,0.0,82.58,74.54,101.36,5.96,124.75,26.69,9.6,59.5
synth_23,Construction,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.0,43.4,0.6,0.0,0.0,0.0,0.0,0.0,3.0,20.14,1.0,1.0,3.0,20.14,70.0,82.27,80.83,93.23,5.9,104.23,10.75,3.2,22.5
synth_25,Heavy Machinery,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,740.94,1481.89,1481.89,0.947,0.947,0.881,74.7,80.77,80.77,74.7,29.71,5.94,0.0,0.0,44.06,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,95.56,93.54,6.9,114.07,4.69,0.8,11.3
synth_1,Textiles,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,426.87,853.73,853.73,0.872,0.872,0.974,83.24,83.3,83.17,83.24,13.12,5.25,0.0,0.828,46.79,1.0,82.83,66.26,49.7,41.42,82.83,19.38,28.99,0.0,0.0,19.38,28.99,0.0,83.89,81.33,107.12,5.61,107.59,29.07,26.1,79.0
electronics_bengaluru,Electronics,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,65.0,80.0,0.0,1386.43,4505.0,4505.0,0.93,0.91,0.95,75.0,85.0,85.0,78.0,18.0,6.0,3.0,0.325,59.92,0.92,27.61,32.48,12.99,16.24,32.48,9.73,11.37,0.0,0.0,9.73,11.37,0.0,80.83,85.85,106.98,4.89,124.41,13.02,10.8,38.1
synth_25,Heavy Machinery,reliability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,740.94,1481.89,1481.89,0.947,0.947,0.881,74.7,80.77,80.77,74.7,29.71,5.94,0.0,0.593,4.28,1.0,50.42,59.32,23.73,29.66,14.11,1.27,20.76,0.0,0.0,1.27,20.76,0.0,85.09,88.81,104.73,5.59,95.6,14.54,3.5,33.7
synth_14,Aerospace,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.13,0.0,0.0,523.46,1153.49,1153.49,0.845,0.794,0.883,72.0,82.0,82.0,70.0,22.06,7.33,0.0,0.743,15.24,0.6,74.28,59.43,44.57,1.86,62.87,0.0,0.0,1.0,4.0,0.0,0.0,3.7,83.99,82.49,110.81,5.47,129.74,13.86,0.0,19.1
synth_25,Heavy Machinery,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,740.94,1481.89,1481.89,0.947,0.947,0.881,74.7,80.77,80.77,74.7,29.71,5.94,0.0,0.797,4.34,0.6,55.78,39.85,79.69,79.69,19.21,2.25,47.81,0.0,0.0,2.25,47.81,0.0,84.06,89.04,108.4,3.8,141.43,28.68,5.0,61.2
synth_19,Energy,congestion,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.459,20.25,1.0,32.13,22.95,45.91,22.95,45.91,6.04,27.54,0.0,0.0,6.04,27.54,0.0,82.32,92.01,93.9,4.59,120.29,23.41,8.8,49.3
synth_3,Textiles,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.714,43.63,0.9,60.66,71.36,28.54,35.68,71.36,15.57,24.98,0.0,0.0,15.57,24.98,0.0,85.34,81.93,95.25,4.85,102.77,24.98,19.5,75.2
synth_25,Heavy Machinery,transport_cost,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,740.94,1481.89,1481.89,0.947,0.947,0.881,74.7,80.77,80.77,74.7,29.71,5.94,0.0,0.0,61.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.74,76.22,99.32,6.51,99.76,0.5,0.4,7.7
synth_9,Food Processing,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,308.11,616.22,616.22,0.956,0.956,0.951,89.09,89.69,89.69,89.09,21.96,11.37,0.0,0.0,2.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1,71.43,95.57,4.7,100.03,0.82,0.1,3.1
synth_12,Food Processing,reliability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,59.27,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,84.52,86.67,103.22,6.06,127.66,4.17,0.1,10.2
synth_13,Aerospace,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,3.0,0.832,29.22,0.9,83.22,66.57,49.93,41.61,83.22,12.16,29.13,0.0,0.0,12.16,29.13,0.0,83.39,85.25,105.61,5.84,138.2,29.31,16.0,77.7
synth_8,Chemicals,severity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,4.0,0.721,9.07,0.6,72.15,72.15,36.07,36.07,43.63,3.27,25.25,0.0,0.0,3.27,25.25,0.0,87.09,75.02,103.17,6.17,82.12,20.6,3.8,41.2
industrial_equipment_ahmedabad,Industrial Equipment,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,1.0,0.524,4.87,0.6,44.51,52.37,20.95,2.88,14.18,0.0,0.0,1.0,3.0,0.0,0.0,20.42,86.86,74.4,108.47,5.33,115.15,5.35,0.0,8.1
synth_31,Plastics,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,1.0,42.99,0.5,0.0,0.0,0.0,33.75,100.0,0.0,110.24,1.0,1.0,0.0,110.24,32.5,81.57,84.47,96.29,5.18,86.27,65.0,1.5,50.6
synth_22,Construction,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,61.09,0.0,0.0,412.2,1039.8,1039.8,0.875,0.783,0.883,72.0,82.0,82.0,70.0,20.65,7.33,0.0,0.488,44.49,0.6,48.83,39.07,29.3,1.12,48.83,0.0,0.0,1.0,4.0,0.0,0.0,12.61,86.33,76.9,96.69,5.41,121.9,12.1,0.0,19.1
consumer_goods_mumbai,Consumer Goods,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,2.0,0.245,2.0,0.5,24.55,24.55,12.27,0.0,2.73,0.0,0.0,1.0,3.0,0.0,0.0,45.7,84.95,89.6,100.93,3.8,95.37,4.1,0.3,5.4
automotive_pune,Automotive,transit_time_days,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,585.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,4.0,0.0,58.46,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25,85.73,112.97,7.02,112.09,2.91,0.0,5.0
synth_25,Heavy Machinery,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,740.94,1481.89,1481.89,0.947,0.947,0.881,74.7,80.77,80.77,74.7,29.71,5.94,0.0,0.0,2.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.16,80.74,110.85,5.74,146.2,2.23,0.5,3.0
synth_15,Aerospace,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,0.0,5.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,80.79,82.07,95.61,4.02,115.66,2.17,0.3,4.4
industrial_equipment_ahmedabad,Industrial Equipment,transport_cost,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,2.0,1.0,59.73,0.5,0.0,0.0,0.0,33.75,100.0,0.0,169.39,1.0,3.0,0.0,169.39,32.5,87.85,73.56,96.31,5.17,131.54,65.0,2.6,49.1
synth_2,Textiles,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.97,0.0,0.0,480.97,1024.87,1246.53,0.82,0.79,0.883,72.0,82.0,82.0,70.0,20.8,7.33,4.0,0.348,32.53,0.6,24.38,17.41,34.82,0.0,34.82,2.4,19.62,1.0,3.0,2.4,19.62,43.91,83.97,79.99,106.13,4.76,145.28,20.08,1.9,24.1
synth_2,Textiles,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.97,0.0,0.0,480.97,1024.87,1024.87,0.82,0.79,0.883,72.0,82.0,82.0,70.0,20.8,7.33,0.0,0.646,48.62,1.0,45.21,32.29,64.58,32.29,64.58,20.41,38.75,0.0,0.0,20.41,38.75,0.0,80.51,85.29,96.15,5.02,75.0,29.59,22.1,74.3
synth_8,Chemicals,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.074,18.48,0.5,2.95,2.95,4.43,0.0,7.38,1.03,2.21,1.0,4.0,1.03,2.21,48.71,83.44,73.41,106.83,5.27,129.72,4.1,1.5,8.9
synth_4,Textiles,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.786,59.06,0.6,66.81,78.6,31.44,14.82,78.6,0.0,0.0,1.0,4.0,0.0,0.0,25.37,84.97,75.33,103.61,5.19,123.86,18.06,0.7,32.3
synth_4,Textiles,capacity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,3.0,0.643,45.21,0.75,64.33,51.46,38.6,12.79,64.33,0.0,0.0,1.0,4.0,0.0,0.0,38.74,83.14,67.5,99.14,4.26,75.0,14.51,-0.0,26.3
synth_5,Chemicals,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,573.23,1146.47,1146.47,0.93,0.93,0.876,80.44,83.03,83.03,80.44,10.93,8.86,3.0,0.669,61.88,0.9,46.8,33.43,66.85,33.43,66.85,26.89,40.11,0.0,0.0,26.89,40.11,0.0,79.29,85.63,90.3,5.76,174.92,35.67,34.5,74.5
synth_31,Plastics,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.694,56.13,0.9,58.97,69.38,27.75,34.69,69.38,19.47,24.28,0.0,0.0,19.47,24.28,0.0,81.69,83.12,102.33,6.48,99.53,22.57,24.1,72.2
consumer_goods_mumbai,Consumer Goods,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,4.0,0.785,61.21,0.6,66.75,78.53,31.41,39.27,78.53,24.03,27.49,0.0,0.0,24.03,27.49,0.0,83.49,65.0,100.94,5.4,75.0,25.69,28.6,72.4
synth_10,Food Processing,availability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.86,0.0,0.0,558.6,968.86,968.86,0.831,0.768,0.883,72.0,82.0,82.0,70.0,22.28,7.33,2.0,0.0,3.34,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,85.89,91.93,105.0,5.3,122.16,4.09,0.1,4.5
industrial_equipment_coimbatore,Industrial Equipment,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,75.0,0.0,279.17,785.0,785.0,0.935,0.92,0.945,72.8,84.0,84.0,76.0,26.0,8.5,2.0,0.0,24.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39,70.33,90.46,5.2,84.59,0.69,0.3,5.0
synth_32,Plastics,transport_cost,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.0,46.42,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,35.0,83.87,67.74,102.81,5.27,136.09,2.89,0.2,5.5
synth_15,Aerospace,transit_time_days,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.0,9.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.12,82.12,93.59,5.82,132.46,3.54,0.5,6.4
synth_2,Textiles,availability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.97,0.0,0.0,480.97,1024.87,1024.87,0.82,0.79,0.883,72.0,82.0,82.0,70.0,20.8,7.33,0.0,0.423,46.73,1.0,35.93,42.27,16.91,21.13,42.27,9.88,14.79,0.0,0.0,9.88,14.79,0.0,84.88,69.92,103.19,7.17,102.31,14.19,10.9,43.9
synth_16,Aerospace,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1140.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.0,31.1,0.6,0.0,0.0,0.0,0.0,0.0,0.5,8.57,1.0,4.0,0.5,8.57,65.0,84.56,90.22,105.02,6.16,103.39,7.43,1.0,11.6
synth_29,Plastics,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,0.0,0.328,23.36,0.6,22.99,16.42,32.85,32.85,32.85,4.99,19.71,0.0,0.0,4.99,19.71,0.0,85.75,105.32,98.26,7.17,99.74,19.84,6.7,47.3
synth_8,Chemicals,congestion,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.708,6.18,0.6,49.58,35.41,70.83,35.41,24.3,2.84,42.5,0.0,0.0,2.84,42.5,0.0,84.7,81.29,96.36,6.48,115.77,25.08,3.3,43.2
pharma_gujarat,Pharmaceuticals,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,80.0,0.0,309.17,1025.0,1025.0,0.935,0.92,0.95,72.6,82.0,82.0,74.0,27.5,10.0,2.0,0.0,24.82,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6,91.66,103.07,6.79,80.87,2.99,0.0,5.5
consumer_goods_mumbai,Consumer Goods,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,5.0,0.875,9.37,0.6,74.4,87.53,35.01,43.77,45.58,4.1,30.64,0.0,0.0,4.1,30.64,0.0,86.17,82.44,103.21,5.16,152.94,26.62,4.5,53.4
synth_20,Energy,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.0,17.13,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.86,77.89,106.03,6.81,107.4,1.0,0.0,3.4
