ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
0x30af,BANGRES010DEL02,29.0,4.6,12.933298,77.614293,13.063298,77.744293,06-04-2022,17:40,17:55,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,25
0x1caa,SURRES12DEL01,23.0,4.6,21.183434,72.814492,21.253434,72.884492,02-04-2022,19:30,19:35,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26
0x5e2,MYSRES05DEL02,,,-12.323978,76.627961,12.343978,76.647961,01-03-2022,,09:15,,,3,Snack,bicycle,1.0,No,,18
0x7991,RANCHIRES17DEL01,37.0,3.7,23.374878,85.335739,23.444878,85.405739,04-03-2022,21:20,21:25,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32
0xd849,AGRRES08DEL01,37.0,4.9,27.160934,78.044095,27.200934,78.084095,15-02-2022,13:35,13:45,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,49
0x22cc,PUNERES09DEL02,29.0,4.6,18.536562,73.896485,18.666562,74.026485,31-03-2022,21:25,21:35,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,18
0x9094,COIMBRES12DEL03,25.0,4.9,11.000762,76.981876,11.090762,77.071876,04-03-2022,19:20,19:25,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42
0xcb8e,GOARES13DEL01,38.0,4.8,15.506205,73.766668,15.576205,73.836668,18-02-2022,17:25,17:40,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,28
0x71bb,SURRES05DEL02,37.0,4.7,21.175104,72.804342,21.255104,72.884342,10-03-2022,0.958333333,23:10,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27
0x983f,RANCHIRES06DEL01,33.0,4.8,23.357804,85.325146,23.367804,85.335146,30-03-2022,08:45,08:50,Fog,Low,1,Meal,scooter,1.0,No,,18
0xdb26,BHPRES15DEL02,20.0,4.7,23.234249,77.434007,23.314249,77.514007,16-02-2022,18:40,18:55,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,22
0xe188,BHPRES16DEL03,31.0,4.6,23.264015,77.408236,23.294015,77.438236,11-02-2022,23:50,1,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19
0x3492,SURRES16DEL02,25.0,4.9,21.160437,72.774209,21.240437,72.854209,06-03-2022,22:15,22:25,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29
0x6fc,INDORES13DEL02,,,22.745049,75.892471,22.875049,76.022471,12-03-2022,,19:30,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,43
0x4f6f,RANCHIRES04DEL01,29.0,4.9,23.359033,85.325347,23.429033,85.395347,18-03-2022,22:40,22:55,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,19
0x4df2,SURRES20DEL03,28.0,4.5,21.15276,72.778059,21.18276,72.808059,03-03-2022,22:35,22:40,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Urban,13
0xbe79,VADRES01DEL03,38.0,4.8,22.307898,73.167788,22.367898,73.227788,30-03-2022,18:25,18:40,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,29
0x1200,MYSRES17DEL02,24.0,4.3,12.326356,76.619103,12.346356,76.639103,21-03-2022,0.375,09:15,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27
0x3cfa,MYSRES12DEL02,34.0,4.6,12.284747,76.625861,12.304747,76.645861,09-03-2022,10:20,10:35,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23
0x2313,SURRES20DEL02,38.0,4.6,21.15276,72.778059,21.17276,72.798059,24-03-2022,10:30,10:40,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,21
0x6455,INDORES04DEL01,37.0,4.3,22.753659,75.903365,22.763659,75.913365,28-03-2022,09:20,09:30,Stormy,Low,0,Drinks,motorcycle,,No,Metropolitian,27
0x3d4d,BANGRES19DEL02,27.0,4.2,12.914264,77.6784,12.934264,77.6984,09-03-2022,0.416666667,10:15,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16
0xab43,BANGRES11DEL03,28.0,4.8,12.934365,77.616155,13.024365,77.706155,12-03-2022,21:10,21:15,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27
0x8c6d,MYSRES12DEL03,25.0,4.6,12.284747,76.625861,12.314747,76.655861,15-03-2022,19:45,0.833333333,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,12
0x9cf4,SURRES08DEL02,25.0,4.7,21.173343,72.792731,21.223343,72.842731,05-04-2022,22:20,22:30,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,18
0xc08e,ALHRES11DEL03,38.0,4.7,0.0,0.0,0.09,0.09,12-02-2022,17:40,17:45,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38
0x59c1,MUMRES11DEL03,30.0,4.9,18.994237,72.825553,19.084237,72.915553,18-03-2022,23:15,23:25,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,28
0x1f04,PUNERES11DEL02,26.0,4.8,18.533811,73.899315,18.663811,74.029315,29-03-2022,20:40,20:45,Fog,Jam,2,Snack,motorcycle,2.0,No,Urban,43
0x426c,PUNERES01DEL03,,,18.569156,73.774723,18.629156,73.834723,01-03-2022,17:50,0.75,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,29
0x2e6d,MUMRES14DEL03,35.0,5.0,19.1813,72.836191,19.2413,72.896191,24-03-2022,0.75,18:10,Cloudy,Medium,0,Snack,motorcycle,0.0,No,,26
0x4458,COIMBRES08DEL01,28.0,4.6,11.001852,76.976268,11.011852,76.986268,09-03-2022,08:55,0.375,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11
0x9726,INDORES02DEL02,32.0,4.8,22.651847,75.881991,22.781847,76.011991,20-03-2022,18:55,0.791666667,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,41
0x4c89,RANCHIRES04DEL03,24.0,4.7,23.359033,85.325347,23.389033,85.355347,03-03-2022,19:20,19:30,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,15
0x65d8,HYDRES19DEL01,20.0,4.9,17.458998,78.500366,17.468998,78.510366,19-03-2022,0.416666667,10:05,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19
0x728a,PUNERES02DEL01,34.0,4.1,18.55144,73.804855,18.56144,73.814855,11-03-2022,11:10,11:20,Cloudy,High,1,Buffet,scooter,0.0,No,Metropolitian,35
0xa868,INDORES20DEL02,37.0,4.9,22.732225,75.874765,22.782225,75.924765,24-03-2022,22:20,22:25,Cloudy,Low,1,Drinks,motorcycle,,No,Metropolitian,19
0x5a11,BANGRES01DEL03,32.0,4.8,12.933284,77.615428,13.023284,77.705428,23-03-2022,19:35,19:50,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,47
0x3ba7,VADRES12DEL02,24.0,4.6,0.0,0.0,0.05,0.05,30-03-2022,17:55,18:05,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26
0x1084,INDORES19DEL03,,,22.745536,75.893106,22.805536,75.953106,21-03-2022,,18:05,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,28
0xb279,PUNERES02DEL01,27.0,4.5,18.55144,73.804855,18.66144,73.914855,04-03-2022,21:50,22:05,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46
0x545f,RANCHIRES08DEL03,35.0,3.6,23.353783,85.326967,23.443783,85.416967,14-03-2022,21:45,21:50,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,31
0xde68,DEHRES18DEL03,27.0,4.6,0.0,0.0,0.06,0.06,11-02-2022,17:20,17:35,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27
0x35fd,INDORES13DEL02,33.0,3.7,22.745049,75.892471,22.825049,75.972471,25-03-2022,19:45,0.833333333,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,31
0x8924,CHENRES18DEL01,34.0,4.1,12.981615,80.231598,13.091615,80.341598,23-03-2022,20:50,20:55,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40
0xd817,LUDHRES20DEL02,26.0,5.0,30.885915,75.788259,31.015915,75.918259,16-02-2022,20:40,20:55,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39
0xc75c,KOCRES19DEL03,33.0,4.9,9.960846,76.293936,10.020846,76.353936,17-02-2022,20:10,20:15,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25
0x53ff,INDORES06DEL02,23.0,4.7,22.728163,75.884212,22.748163,75.904212,05-03-2022,0.5,12:05,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,22
0xa6be,SURRES13DEL01,30.0,5.0,21.170096,72.789122,21.210096,72.829122,05-03-2022,12:45,0.541666667,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25
0x2c75,INDORES09DEL02,27.0,4.9,22.725835,75.887648,22.745835,75.907648,26-03-2022,11:15,11:25,Sandstorms,High,2,Snack,motorcycle,1.0,No,,18
0x9a8c,SURRES01DEL02,28.0,5.0,21.186438,72.794115,21.266438,72.874115,06-03-2022,17:50,18:05,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21
0x7aa4,CHENRES15DEL03,24.0,4.7,13.026286,80.275235,13.086286,80.335235,21-03-2022,23:40,23:55,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,15
0x4237,PUNERES09DEL01,27.0,4.5,18.536562,73.896485,18.606562,73.966485,04-03-2022,18:55,0.791666667,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28
0x5281,SURRES15DEL03,23.0,4.9,21.160522,72.771477,21.220522,72.831477,01-03-2022,19:55,20:10,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,13
0xa98,MYSRES04DEL03,,,12.3085,76.665808,12.3685,76.725808,30-03-2022,,0.75,,,3,Drinks,scooter,0.0,No,Metropolitian,17
0x1b44,HYDRES12DEL01,36.0,4.7,17.429585,78.392621,17.539585,78.502621,04-03-2022,21:55,22:05,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28
0xbc52,HYDRES04DEL01,34.0,4.6,17.411028,78.329645,17.421028,78.339645,01-03-2022,0.416666667,10:10,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,17
0x983d,MYSRES05DEL02,23.0,4.7,12.323978,76.627961,12.343978,76.647961,30-03-2022,11:35,11:45,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23
0x1663,MYSRES11DEL03,35.0,4.7,12.323225,76.630028,12.383225,76.690028,19-03-2022,18:45,0.791666667,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26
0x52dc,COIMBRES05DEL02,32.0,4.7,11.022169,76.999594,11.152169,77.129594,10-03-2022,0.958333333,23:15,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,29
0x9afb,MYSRES08DEL02,39.0,5.0,12.297954,76.665169,12.377954,76.745169,25-03-2022,19:45,0.833333333,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,42
0xae77,INDORES20DEL02,23.0,4.7,22.732225,75.874765,22.862225,76.004765,04-04-2022,21:15,21:20,Windy,Jam,1,Meal,motorcycle,0.0,No,,19
0x4d2b,CHENRES09DEL03,27.0,4.8,13.044694,80.26147,13.134694,80.35147,29-03-2022,19:25,19:35,Sunny,Jam,1,Buffet,motorcycle,0.0,No,,20
0xdd1c,ALHRES08DEL03,23.0,4.4,25.450329,81.834279,25.540329,81.924279,16-02-2022,0.791666667,19:15,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,39
0x4d8a,SURRES03DEL01,32.0,4.7,21.186884,72.793616,21.256884,72.863616,16-03-2022,20:55,21:10,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38
0x5dac,SURRES08DEL02,35.0,4.3,21.173343,72.792731,21.223343,72.842731,21-03-2022,0.916666667,22:10,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,37
0x23b4,COIMBRES08DEL01,30.0,4.7,11.001852,76.976268,11.041852,77.016268,03-04-2022,16:15,16:25,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,22
0x923,SURRES13DEL03,,,21.170096,72.789122,21.260096,72.879122,14-03-2022,,22:15,,,2,Meal,scooter,0.0,No,Metropolitian,47
0x5b08,BANGRES08DEL02,37.0,4.7,12.906229,77.596791,12.926229,77.616791,03-04-2022,09:35,09:50,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18
0x9561,INDORES02DEL02,33.0,5.0,22.651847,75.881991,22.701847,75.931991,05-03-2022,17:50,17:55,Cloudy,Medium,1,Meal,motorcycle,,No,Metropolitian,19
0x7571,JAPRES12DEL01,26.0,4.9,26.902908,75.792934,26.942908,75.832934,07-03-2022,0.625,15:05,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,16
0x817e,INDORES20DEL01,38.0,4.6,22.732225,75.874765,22.742225,75.884765,30-03-2022,11:50,0.5,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,22
0xc68d,GOARES07DEL03,25.0,4.6,15.561295,73.749478,15.591295,73.779478,13-02-2022,18:15,18:20,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25
0xbd5a,COIMBRES12DEL02,31.0,4.8,11.000762,76.981876,11.050762,77.031876,21-03-2022,18:15,18:25,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24
0xc1d6,AGRRES15DEL03,31.0,4.1,0.0,0.0,0.06,0.06,17-02-2022,23:25,23:35,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,34
0xa1ac,HYDRES20DEL02,29.0,5.0,17.483216,78.552111,17.563216,78.632111,31-03-2022,21:20,21:35,Sandstorms,Jam,2,Buffet,electric_scooter,,No,Metropolitian,20
0x6007,RANCHIRES06DEL02,36.0,3.9,23.357804,85.325146,23.437804,85.405146,10-03-2022,20:25,20:35,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,33
0x436c,JAPRES04DEL02,30.0,4.7,26.902328,75.794257,26.922328,75.814257,01-03-2022,0.458333333,11:15,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,20
0xbac6,CHENRES04DEL03,24.0,4.9,13.02978,80.208812,13.11978,80.298812,04-04-2022,19:30,19:40,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23
0xdb3,SURRES17DEL01,21.0,4.7,21.149569,72.772697,21.189569,72.812697,03-03-2022,14:30,14:45,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,25
0x8b81,VADRES02DEL03,23.0,4.9,0.0,0.0,0.06,0.06,13-03-2022,17:35,17:40,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,17
0xba5b,RANCHIRES02DEL01,26.0,4.2,0.0,0.0,0.04,0.04,01-04-2022,14:45,14:55,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32
0x8e3f,SURRES05DEL02,30.0,4.7,21.175104,72.804342,21.195104,72.824342,28-03-2022,0.5,12:05,Sandstorms,High,2,Drinks,scooter,0.0,No,Metropolitian,31
0x9e6e,JAPRES15DEL01,34.0,4.9,26.891191,75.802083,26.931191,75.842083,17-03-2022,15:15,15:30,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,24
0x20cd,VADRES01DEL03,36.0,4.6,22.307898,73.167788,22.367898,73.227788,01-04-2022,22:30,22:45,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25
0x19d1,CHENRES20DEL02,28.0,4.6,12.975996,80.221898,13.025996,80.271898,28-03-2022,19:30,19:45,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,27
0xc422,LUDHRES05DEL02,32.0,4.8,30.905562,75.832841,30.985562,75.912841,18-02-2022,0.791666667,19:10,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29
0x6c9e,MUMRES16DEL01,24.0,4.8,19.120083,72.907385,19.230083,73.017385,04-04-2022,22:15,22:30,Windy,Low,2,Drinks,scooter,1.0,No,Urban,10
0x67a1,BANGRES15DEL03,23.0,4.7,12.975377,77.696664,13.035377,77.756664,21-03-2022,20:55,21:10,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28
0x3ba2,MYSRES19DEL02,21.0,4.9,12.334022,76.618203,12.414022,76.698203,04-03-2022,22:20,22:30,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,28
0xb589,MUMRES20DEL01,21.0,4.8,19.103249,72.846749,19.213249,72.956749,18-03-2022,23:20,23:25,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,29
0x80bd,VADRES04DEL01,36.0,5.0,0.0,0.0,0.11,0.11,10-03-2022,22:40,22:45,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,25
0xa6a4,COIMBRES16DEL03,28.0,4.9,11.010375,76.95295,11.040375,76.98295,19-03-2022,19:15,19:20,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,16
0x603e,SURRES20DEL02,35.0,4.7,21.15276,72.778059,21.28276,72.908059,06-03-2022,22:15,22:25,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23
0xd992,KOCRES15DEL02,28.0,4.6,10.027364,76.308258,10.077364,76.358258,17-02-2022,22:20,22:30,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,10
0xb3aa,PUNERES010DEL01,30.0,4.2,18.539299,73.897902,18.609299,73.967902,04-03-2022,19:40,19:45,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32
0x2c74,MYSRES03DEL02,32.0,4.2,12.299524,76.64262,12.349524,76.69262,03-04-2022,23:30,23:35,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,34
0x1277,SURRES13DEL03,38.0,4.8,21.170096,72.789122,21.230096,72.849122,17-03-2022,20:45,20:50,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29
0x9d1e,MUMRES11DEL01,31.0,4.5,18.994237,72.825553,19.064237,72.895553,04-04-2022,22:50,23:05,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,34
0x81a2,BANGRES07DEL03,23.0,4.6,12.978453,77.643685,13.068453,77.733685,08-03-2022,21:10,21:20,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32
0x3095,HYDRES08DEL03,29.0,4.9,17.438263,78.397865,17.498263,78.457865,03-04-2022,18:50,19:05,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,15
0x2a1d,HYDRES19DEL01,32.0,4.6,17.458998,78.500366,17.568998,78.610366,08-03-2022,18:35,18:40,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27
0x1485,RANCHIRES11DEL03,20.0,4.4,23.359194,85.325447,23.449194,85.415447,12-03-2022,17:55,0.75,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32
0x9b89,JAPRES08DEL02,24.0,4.8,26.910262,75.783013,26.990262,75.863013,10-03-2022,0.958333333,23:10,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21
0x1b5a,PUNERES05DEL01,,,18.543626,73.905101,18.653626,74.015101,04-03-2022,,22:35,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,11
0x9597,BANGRES07DEL02,22.0,4.0,12.978453,77.643685,13.108453,77.773685,20-03-2022,21:45,0.916666667,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33
0x5615,VADRES04DEL03,38.0,4.9,0.0,0.0,0.03,0.03,05-03-2022,0.791666667,19:05,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,16
0x5037,PUNERES02DEL03,30.0,4.7,18.55144,73.804855,18.64144,73.894855,06-04-2022,18:55,19:10,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36
0x4a5d,JAPRES010DEL01,30.0,4.8,26.921411,75.793604,26.961411,75.833604,07-03-2022,14:30,14:40,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32
0x845e,INDORES11DEL01,34.0,4.1,22.751234,75.88949,22.861234,75.99949,14-03-2022,20:35,20:40,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39
0x6e3f,CHENRES05DEL02,23.0,4.9,13.058616,80.264151,13.138616,80.344151,08-03-2022,17:35,17:50,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29
0x549b,COIMBRES03DEL01,34.0,4.7,11.025083,77.015393,11.035083,77.025393,15-03-2022,09:30,09:35,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23
0x26b2,COIMBRES07DEL01,22.0,4.9,10.96185,76.971082,11.00185,77.011082,26-03-2022,12:40,12:55,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38
0x7cb6,BANGRES14DEL02,33.0,4.0,12.949934,77.699386,12.999934,77.749386,26-03-2022,22:55,0.958333333,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34
0x901,JAPRES13DEL01,,,26.846156,75.8023,26.956156,75.9123,12-03-2022,17:30,17:35,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,20
0xc129,KNPRES02DEL02,,,26.471617,80.313564,26.601617,80.443564,16-02-2022,,24:05:00,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22
0xd116,AGRRES05DEL03,24.0,4.6,27.201725,78.007553,27.291725,78.097553,16-02-2022,20:50,21:05,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18
0xc053,ALHRES06DEL01,27.0,4.9,0.0,0.0,0.07,0.07,14-02-2022,20:30,20:35,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,17
0x579f,JAPRES12DEL03,22.0,4.9,26.902908,75.792934,26.962908,75.852934,05-03-2022,22:35,22:40,Sunny,Low,2,Meal,scooter,0.0,No,,17
0x1f19,COIMBRES18DEL02,20.0,5.0,11.02091,76.940432,11.10091,77.020432,29-03-2022,23:10,23:20,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,27
0x71bd,MUMRES09DEL01,29.0,4.5,18.994049,72.825203,19.064049,72.895203,23-03-2022,23:20,23:30,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,14
0x450e,RANCHIRES02DEL01,30.0,5.0,0.0,0.0,0.04,0.04,09-03-2022,12:45,12:55,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,29
0x1bb1,RANCHIRES03DEL01,29.0,4.9,0.0,0.0,0.04,0.04,15-03-2022,12:40,12:55,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,19
0xca48,AURGRES17DEL01,26.0,4.7,19.876994,75.372353,19.916994,75.412353,15-02-2022,16:15,16:25,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,22
0x715d,BANGRES05DEL01,28.0,4.8,12.970324,77.645748,12.980324,77.655748,13-03-2022,08:15,08:25,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19
0xd399,KOLRES19DEL01,27.0,4.4,22.5491,88.400467,22.5591,88.410467,15-02-2022,08:45,08:55,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,20
0x2997,MUMRES20DEL02,24.0,4.1,19.103249,72.846749,19.233249,72.976749,29-03-2022,20:35,20:50,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39
0x9ba2,MUMRES01DEL03,30.0,4.7,19.12663,72.829976,19.15663,72.859976,07-03-2022,20:25,20:30,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,15
0xd359,AGRRES01DEL01,37.0,3.9,27.161661,78.011544,27.231661,78.081544,16-02-2022,0.791666667,19:05,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,38
0x4e3d,INDORES07DEL02,30.0,4.9,22.722634,75.886959,22.802634,75.966959,27-03-2022,20:40,20:55,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,49
0x56a3,HYDRES05DEL02,29.0,4.9,17.433809,78.386744,17.513809,78.466744,25-03-2022,20:35,20:40,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,10
0x2ff1,INDORES20DEL02,39.0,4.7,22.732225,75.874765,22.862225,76.004765,12-03-2022,19:15,19:25,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29
0x5da2,COIMBRES02DEL01,23.0,5.0,11.022477,76.995667,11.032477,77.005667,05-04-2022,09:15,09:30,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,13
0x9d0e,RANCHIRES04DEL02,34.0,4.6,23.359033,85.325347,23.409033,85.375347,19-03-2022,17:50,18:05,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,27
0x42ca,BANGRES15DEL03,29.0,4.5,12.975377,77.696664,13.035377,77.756664,26-03-2022,18:50,0.791666667,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,11
0x42d3,JAPRES19DEL03,36.0,4.1,26.913726,75.75282,27.003726,75.842821,25-03-2022,19:45,19:50,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32
0x3a89,BANGRES07DEL02,38.0,4.8,12.978453,77.643685,12.998453,77.663685,07-03-2022,10:35,10:45,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27
0xcda8,KOCRES18DEL03,30.0,4.5,9.957144,76.296783,10.047144,76.386783,14-02-2022,23:30,23:45,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,20
0x3018,INDORES04DEL02,38.0,4.8,22.753659,75.903365,22.883659,76.033365,31-03-2022,20:40,20:45,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,16
0xc7e5,AURGRES20DEL02,,,0.0,0.0,0.13,0.13,16-02-2022,,22:55,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,25
0xbccf,MUMRES18DEL03,20.0,4.1,19.1093,72.825451,19.1393,72.855451,30-03-2022,19:30,19:35,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45
0x4a4f,COIMBRES05DEL01,25.0,4.7,11.022169,76.999594,11.062169,77.039594,26-03-2022,12:30,12:45,Sunny,High,2,Drinks,scooter,1.0,No,,16
0x1104,PUNERES14DEL01,21.0,5.0,18.516216,73.842527,18.556216,73.882527,13-03-2022,13:45,13:55,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,17
0x1439,COIMBRES18DEL01,21.0,4.5,11.02091,76.940432,11.03091,76.950432,01-04-2022,0.416666667,10:05,Windy,Low,1,Buffet,scooter,1.0,No,Urban,17
0xc4cb,BHPRES03DEL01,35.0,4.3,23.214294,77.435361,23.284294,77.505361,16-02-2022,22:30,22:35,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,38
0x74b5,BANGRES09DEL02,29.0,4.5,12.934179,77.615797,13.064179,77.745797,04-04-2022,17:20,17:30,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25
0x8106,RANCHIRES08DEL02,24.0,4.8,23.353783,85.326967,23.433783,85.406967,06-04-2022,23:35,23:45,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,18
0x86e3,PUNERES18DEL01,35.0,4.6,18.593481,73.785901,18.633481,73.825901,21-03-2022,13:40,13:45,Fog,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27
